movieId,title,genres,movieId_enc
8577,Comandante (2003),Documentary,13673
8578,Undead (2003),Action|Comedy|Horror|Sci-Fi,866
8579,"Scarlet and the Black, The (1983)",Action|Drama|War,8178
8580,Into the Woods (1991),Adventure|Comedy|Fantasy|Musical,1158
8581,Pirates of Silicon Valley (1999),Documentary|Drama,3776
8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War,3532
8583,"Clock, The (1945)",Adventure|Drama|Romance,13846
8584,Leave Her to Heaven (1945),Drama|Film-Noir,12401
8585,Rapa Nui (1994),Action|Adventure|Drama|Romance,6308
8586,Roxie Hart (1942),Comedy,13235
8587,Mayor of the Sunset Strip (2003),Documentary,9601
8588,Killing Me Softly (2002),Drama|Mystery|Romance|Thriller,7443
8589,Winter War (Talvisota) (1989),Drama|War,8887
8591,"Philadelphia Experiment, The (1984)",Adventure|Drama|Sci-Fi,6998
8592,"Wheeler Dealers, The (1963)",Comedy,14554
8593,Juice (1992),Action|Crime|Drama|Thriller,11859
8594,"Secret Life of Girls, The (1999)",Comedy,13445
8595,"Flim-Flam Man, The (1967)",Action|Adventure|Comedy,11433
8596,Revenge of the Pink Panther (1978),Comedy|Crime,5595
8597,Riders (2002),Action|Crime|Thriller,17920
8598,I Am Dina (2002),Crime|Drama|Mystery|Romance,9954
8599,"Escapist, The (2001)",Thriller,18347
8600,Angels with Dirty Faces (1938),Crime|Drama,5696
8601,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),Comedy|Drama,7425
8602,Shadows (1959),Drama,12070
8603,Coming Out (1989),Drama,14555
8604,Taxi (1998),Action|Comedy,3110
8605,Taxi 3 (2003),Action|Comedy,7722
8606,Pull My Daisy (1958),Comedy|Drama,14556
8607,Tokyo Godfathers (2003),Adventure|Animation|Drama,2047
8608,"Butcher, The (Boucher, Le) (1970)",Drama|Thriller,10334
8609,Our Hospitality (1923),Comedy,8211
8610,All of Me (1984),Comedy|Fantasy,5131
8611,"Farmer's Daughter, The (1947)",Comedy,11254
8612,Lassie Come Home (1943),Adventure|Children|Drama,10735
8613,"Time of Your Life, The (1948)",Comedy|Drama,8747
8614,Overboard (1987),Comedy|Romance,7384
8615,"Mask of Fu Manchu, The (1932)",Adventure|Horror|Sci-Fi,14557
8616,By the Light of the Silvery Moon (1953),Children|Musical|Romance,14398
8617,Butterfield 8 (1960),Drama,11255
8618,Johnny Guitar (1954),Drama|Western,6792
8619,Sister My Sister (1994),Drama,6309
8620,"Exterminating Angel, The (Ángel exterminador, El) (1962)",Comedy|Drama|Fantasy|Mystery,7983
8621,Ivans xtc. (2000),Drama,12335
8622,Fahrenheit 9/11 (2004),Documentary,867
8623,Roxanne (1987),Comedy|Romance,4971
8624,Freedom Downtime (2001),Adventure|Crime|Documentary,9441
8625,"Same River Twice, The (2003)",Documentary,11775
8626,Dr. Terror's House of Horrors (1965),Horror|Sci-Fi,6999
8627,Confessions of a Burning Man (2003),Documentary,14558
8628,Search and Destroy (1995),Comedy|Drama,16795
8629,"Book of Life, The (1998)",Comedy|Fantasy,13189
8630,Such a Long Journey (1998),Drama|War,12743
8631,Hard Times (1975),Action|Drama,11901
8632,Secret Society (2002),Comedy,16546
8633,"Last Starfighter, The (1984)",Action|Adventure|Comedy|Sci-Fi,1159
8634,Tank (1984),Action|Comedy|Drama,8247
8635,Jungle Holocaust (Ultimo mondo cannibale) (1977),Adventure|Horror,14043
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,171
8637,America's Heart and Soul (2004),Documentary,14559
8638,Before Sunset (2004),Drama|Romance,2097
8639,"Clearing, The (2004)",Drama|Thriller,6310
8640,King Arthur (2004),Action|Adventure|Drama|War,868
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy,869
8642,Sleepover (2004),Comedy,10176
8643,"Cinderella Story, A (2004)",Comedy|Romance,5485
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,870
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama,1274
8646,Distant Drums (1951),Action|Romance|Western,14560
8647,Follow That Dream (1962),Comedy|Musical,13300
8648,"Girl of Your Dreams, The (Niña de tus ojos, La) (1998)",Comedy|Drama,14029
8649,Gray Lady Down (1978),Drama|Thriller,11256
8650,Long Day's Journey Into Night (1962),Drama,9115
8651,Man of La Mancha (1972),Adventure|Comedy|Musical,8748
8652,"Night of the Following Day, The (1968)",Crime|Drama,8749
8653,Posse (1975),Western,14561
8654,Prince Valiant (1954),Adventure,8750
8655,Rustlers' Rhapsody (1985),Comedy|Western,10968
8656,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",Crime|Drama,5132
8657,"Tin Star, The (1957)",Western,7000
8658,Zandalee (1991),Drama|Thriller,8751
8659,Brief Crossing (Brève traversée) (2001),Comedy|Drama|Romance,14866
8660,"Deluge, The (Potop) (1974)",Adventure|War,12123
8661,How the West Was Won (1962),Adventure|Drama|Western,2969
8662,Joan of Arc (1948),Action|Drama|War,11257
8663,Live Forever (2003),Comedy|Documentary,2541
8664,Mr. Klein (Monsieur Klein) (1976),Drama,14562
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,1912
8666,Catwoman (2004),Action|Crime|Fantasy,4972
8667,A Home at the End of the World (2004),Drama|Romance,6906
8668,Some Girl (1998),Comedy|Drama,22163
8669,Stay Hungry (1976),Comedy|Drama,11258
8670,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",Crime|Horror|Mystery|Thriller,7555
8671,Zus & Zo (2001),Comedy|Drama|Romance,7914
8672,Battle Hymn (1957),Drama,14563
8673,Crash Dive (1943),Drama|Romance|War,18225
8674,Disco Pigs (2001),Drama,9718
8675,"Enemy Below, The (1957)",Action|Drama|War,8327
8676,Fist of the North Star (1995),Action|Thriller,6698
8677,Flash Gordon Conquers the Universe (1940),Action|Sci-Fi,7001
8678,Guns of the Magnificent Seven (1969),Action|Adventure|Drama|Western,7002
8679,"Hunters, The (1958)",Drama|War,14564
8680,In a Glass Cage (Tras el cristal) (1986),Drama|Horror,12250
8681,Lancelot of the Lake (Lancelot du Lac) (1974),Drama|War,11344
8682,"Last Valley, The (1971)",Adventure,8752
8683,"Magnificent Seven Ride!, The (1972)",Western,11443
8684,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",Adventure|Drama,10161
8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,14565
8686,Morituri (1965),Drama|War,8753
8687,Orgy of the Dead (1965),Horror,8754
8688,Shalako (1968),Western,8755
8689,"Shock to the System, A (1990)",Comedy|Crime|Thriller,8756
8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War,172
8691,His Brother (Son frère) (2003),Drama,17682
8692,Wake Island (1942),Drama|War,14566
8693,What Price Glory (1952),Drama|War,8757
8694,You Were Never Lovelier (1942),Comedy|Musical|Romance,14567
8695,"Bachelor and the Bobby-Soxer, The (1947)",Comedy,1160
8696,Breezy (1973),Drama|Romance,12402
8697,"City of No Limits, The (la ciudad sin límites, En) (2002)",Drama|Thriller,13749
8698,"Comfort of Strangers, The (1990)",Drama,6793
8699,Dancing in September (2000),Drama,15587
8700,Destination Tokyo (1943),Adventure|War,8758
8701,Dr. Jekyll and Ms. Hyde (1995),Comedy|Horror,3777
8702,Dream Lover (1994),Drama|Mystery,14867
8703,Fausto 5.0 (2001),Horror,6311
8704,For Queen and Country (1988),Drama,13496
8705,Funny About Love (1990),Comedy|Romance,9116
8706,"Greatest, The (1977)",Drama,14568
8707,Grief (1993),Comedy,25235
8708,Hometown Legend (2002),Drama,24737
8709,How I Got Into College (1989),Comedy|Romance,7075
8710,Map of the Human Heart (1993),Drama|Romance,10736
8711,Mr. Blandings Builds His Dream House (1948),Comedy,7723
8712,My Favorite Wife (1940),Comedy|Romance,8759
8713,"New Adventures of Pippi Longstocking, The (1988)",Adventure|Children|Fantasy|Musical,8349
8714,Night and Day (1946),Drama|Musical,8760
8715,No Name on the Bullet (1959),Western,13190
8716,"Plainsman, The (1937)",War|Western,12124
8717,Slaughter of the Innocents (1993),Crime|Horror|Mystery|Thriller,14868
8718,"Snake Pit, The (1948)",Drama,6047
8719,"Spoilers, The (1942)",Action|Western,8761
8720,"Super, The (1991)",Comedy,6312
8721,Tai-Pan (1986),Adventure,6437
8722,Two of a Kind (1983),Comedy|Fantasy|Romance,7076
8723,Warriors (Guerreros) (2002),Adventure|Drama|War,6313
8724,"Leopard, The (Gattopardo, Il) (1963)",Drama|War,7426
8725,"Goodbye, Columbus (1969)",Comedy|Drama|Romance,11259
8726,"President's Analyst, The (1967)",Comedy|Thriller,6048
8727,"Day of the Locust, The (1975)",Drama,9719
8728,"Creeping Flesh, The (1973)",Horror|Sci-Fi,11162
8729,Swann in Love (Un amour de Swann) (1984),Drama,8762
8730,To End All Wars (2001),Action|Drama|War,12744
8731,Moulin Rouge (1952),Drama,7077
8732,"Belly of an Architect, The (1987)",Drama,7556
8733,"Nest, The (Nid de Guêpes) (2002)",Action|Crime|Thriller,6314
8734,Love Happy (1949),Comedy,12134
8735,High School Confidential! (1958),Crime|Drama,14569
8736,Out of the Blue (1980),Drama,7164
8737,Crimetime (1996),Thriller,17613
8738,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance,10335
8739,Mamma Roma (1962),Drama,12042
8740,"Lower Depths, The (Donzoko) (1957)",Comedy|Drama,12125
8741,Ruby Cairo (1993),Thriller,16877
8742,Night Patrol (1984),Comedy,13626
8743,Biggles (1986),Adventure|Fantasy|Sci-Fi,11755
8744,Fancy Pants (1950),Comedy|Western,7003
8745,"World of Suzie Wong, The (1960)",Drama|Romance,6315
8746,King of the Ants (2003),Crime|Horror,6699
8747,Uncle Sam (1997),Horror,8763
8748,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",Comedy,11055
8749,"Beautiful Troublemaker, The (La belle noiseuse) (1991)",Drama,13836
8750,"Balance, La (1982)",Action|Crime|Drama,14570
8751,Gun Crazy (a.k.a. Deadly Is the Female) (1949),Crime|Drama|Film-Noir,10068
8752,"Set-Up, The (1949)",Drama|Film-Noir|Romance,7866
8753,Unprecedented: The 2000 Presidential Election (2002),Documentary,12745
8754,"Prime of Miss Jean Brodie, The (1969)",Drama,5697
8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary,10620
8756,"North Avenue Irregulars, The (1979)",Action|Crime,14571
8757,Lovers and Other Strangers (1970),Comedy,13191
8758,Kotch (1971),Comedy|Drama,12403
8759,Greyfriars Bobby (a.k.a. Greyfriars Bobby: The True Story of a Dog) (1961),Children|Drama,13288
8760,Side Out (1990),Comedy|Romance,10799
8761,"Three Lives of Thomasina, The (1964)",Children|Drama,9747
8762,"No Deposit, No Return (1976)",Children|Comedy,8764
8763,"One and Only, Genuine, Original Family Band, The (1968)",Children|Comedy|Musical,14572
8764,Under the Lighthouse Dancing (1997),Drama,12244
8765,This Gun for Hire (1942),Crime|Film-Noir|Thriller,11260
8766,Black Angel (1946),Drama|Film-Noir|Mystery,14027
8767,"Big Clock, The (1948)",Crime|Film-Noir|Thriller,10737
8768,Criss Cross (1949),Crime|Drama|Film-Noir,6316
8769,"5th Musketeer, The (a.k.a. Fifth Musketeer, The) (1979)",Adventure,4132
8770,Evilspeak (1981),Horror|Sci-Fi,8765
8771,Sherlock Holmes: Terror by Night (1946),Crime|Mystery|Thriller,13192
8772,"Spy Who Came in from the Cold, The (1965)",Drama|Thriller,6794
8773,Sherlock Holmes and the Secret Weapon (1942),Crime|Mystery|Thriller,11424
8774,Sherlock Holmes: The Woman in Green (1945),Mystery,10561
8775,"Counterfeit Traitor, The (1962)",Thriller|War,14573
8776,"1, 2, 3, Sun (Un, deuz, trois, soleil) (1993)",Drama,14574
8777,Roadkill (a.k.a. Roadkill: Move or Die) (1989),Drama,15650
8778,Sherlock Holmes: Dressed to Kill (1946),Crime|Mystery,4133
8779,Bon Voyage (2003),Comedy|Drama,13704
8780,"Assassination Bureau, The (1969)",Action|Adventure|Comedy|Crime|Sci-Fi,7004
8781,"Manchurian Candidate, The (2004)",Thriller,2738
8782,Thunderbirds (2004),Action|Adventure|Fantasy|Sci-Fi,8766
8783,"Village, The (2004)",Drama|Mystery|Thriller,2542
8784,Garden State (2004),Comedy|Drama|Romance,2098
8785,Early Summer (Bakushû) (1951),Drama,9822
8786,Port of Shadows (Quai des brumes) (1938),Drama,12985
8787,Thunderbirds Are GO (1966),Action|Sci-Fi,9117
8788,Thunderbird Six (1968),Action|Sci-Fi,13193
8789,Castle Keep (1969),Drama|War,14575
8790,Revengers Tragedy (2002),Comedy|Horror,10642
8791,Beyond Hypothermia (Sip si 32 doe) (1996),Action|Drama|Thriller,6317
8792,Octane (2003),Horror|Thriller,13476
8793,PTU (2003),Crime|Drama,13472
8794,"Unfinished Piece for a Player Piano, An (Neokonchennaya pyesa dlya mekhanicheskogo pianino) (1977)",Drama,11345
8795,Musa the Warrior (Musa) (2001),Action|Adventure|Drama|War,6318
8796,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,2970
8797,Salesman (1969),Documentary,8279
8798,Collateral (2004),Action|Crime|Drama|Thriller,1913
8799,Little Black Book (2004),Comedy|Romance,7984
8800,Code 46 (2003),Romance|Sci-Fi,871
8801,In the Soup (1992),Comedy|Drama,11261
8802,They Came to Cordura (1959),Western,14576
8803,Blue Spring (Aoi haru) (2001),Drama,10336
8804,"Story of Women (Affaire de femmes, Une) (1988)",Drama,11346
8805,Attack the Gas Station! (Juyuso seubgyuksageun) (1999),Comedy|Crime,6319
8806,Masks (Masques) (1987),Thriller,14577
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy,1765
8808,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,1766
8809,Danny Deckchair (2003),Comedy|Romance,5486
8810,AVP: Alien vs. Predator (2004),Action|Horror|Sci-Fi|Thriller,872
8811,Yu-Gi-Oh! (2004),Action|Adventure|Animation|Fantasy,7005
8812,Novo (2002),Drama,14714
8813,We Don't Live Here Anymore (2004),Drama,9720
8814,Without a Paddle (2004),Comedy,3778
8815,Exorcist: The Beginning (2004),Horror|Thriller,6320
8816,Speedway (1968),Action,14578
8817,"Trouble with Girls, The (1969)",Comedy|Drama,12746
8818,It Happened at the World's Fair (1963),Comedy|Drama|Musical,13402
8819,Double Trouble (1967),Musical,8767
8820,Spinout (1966),Comedy|Musical,14579
8821,Harum Scarum (1965),Comedy|Musical,8768
8822,"Unidentified Flying Oddball (a.k.a. Spaceman and King Arthur, The) (a.k.a. Spaceman in King Arthur's Court, A) (1979)",Adventure|Comedy|Fantasy|Sci-Fi,13272
8823,"Sting II, The (1983)",Comedy|Crime,13033
8824,If a Man Answers (1962),Comedy,14580
8825,Cheerleader Camp (1987),Comedy|Horror|Mystery,11020
8826,Human Resources (Ressources humaines) (1999),Drama,12747
8827,"Bill Cosby, Himself (1983)",Comedy|Documentary,2971
8828,Dead Ringer (1964),Drama|Thriller,12076
8829,Benji: Off the Leash! (2004),Children|Drama,11417
8830,Anacondas: The Hunt for the Blood Orchid (2004),Adventure|Drama|Horror|Sci-Fi|Thriller,5487
8831,Suspect Zero (2004),Crime|Thriller,3779
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),Action|Adventure|Drama,10244
8833,Vanity Fair (2004),Drama|Romance,2972
8834,"Cookout, The (2004)",Comedy,8769
8835,Paparazzi (2004),Drama|Thriller,3780
8836,Wicker Park (2004),Drama|Romance|Thriller,6321
8837,Triggermen (2002),Comedy|Crime,11262
8838,Alice Doesn't Live Here Anymore (1974),Drama|Romance,6049
8839,"Mangler, The (1995)",Horror,8770
8840,Who's That Knocking at My Door? (1967),Drama,13654
8841,Seeing Other People (2004),Comedy,11263
8842,Past Midnight (1992),Horror|Thriller,18151
8843,"Million to Juan, A (1994)",Comedy,13840
8844,Camera Buff (Amator) (1979),Drama,5413
8845,No End (Bez konca) (1985),Drama,11347
8846,Highwaymen (2003),Action|Crime|Thriller,10072
8847,Graffiti Bridge (1990),Drama|Musical,8174
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,7427
8849,Under the Cherry Moon (1986),Comedy|Drama|Musical|Romance,8771
8850,Flipper (1963),Adventure|Children|Drama,11264
8851,Smile (1975),Comedy,12135
8852,Lord Jim (1965),Adventure|Drama,8772
8853,"Small Circle of Friends, A (1980)",Drama,15987
8854,Night of the Demons (1988),Horror,8888
8855,Witchboard (1986),Horror|Mystery|Thriller,7078
8856,Roller Boogie (1979),Drama,8773
8857,Lilith (1964),Drama,12404
8858,"Apple, The (1980)",Musical|Sci-Fi,8280
8859,SuperBabies: Baby Geniuses 2 (2004),Comedy,5596
8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,3781
8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,873
8862,Criminal (2004),Comedy|Drama,6322
8863,Evergreen (2004),Drama,21050
8864,Mr. 3000 (2004),Comedy|Drama,3782
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,874
8866,Wimbledon (2004),Comedy|Romance,2844
8867,Anatomy of Hell (Anatomie de l'enfer) (2004),Drama,8774
8868,Head in the Clouds (2004),Drama|Romance|War,5414
8869,First Daughter (2004),Comedy|Romance,8775
8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,875
8871,"Last Shot, The (2004)",Comedy,13497
8872,"Dirty Shame, A (2004)",Comedy,3974
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,2973
8874,Shaun of the Dead (2004),Comedy|Horror,2543
8875,"Come Back, Little Sheba (1952)",Drama,9823
8876,"Black Orchid, The (1958)",Drama,14581
8877,Second Chorus (1940),Comedy|Musical|Romance,14582
8878,Class of Nuke 'Em High Part II: Subhumanoid Meltdown (1991),Comedy|Horror|Sci-Fi,8776
8879,Murder on the Orient Express (1974),Crime|Mystery|Thriller,2974
8880,Mask (1985),Drama,5811
8881,Alexander's Ragtime Band (1938),Drama|Musical,10290
8882,"Boston Strangler, The (1968)",Crime|Drama|Mystery|Thriller,11265
8883,"Last Flight of Noah's Ark, The (1980)",Adventure|Children|Comedy,18839
8884,"Man with One Red Shoe, The (1985)",Comedy|Thriller,1161
8885,"Sentinel, The (1977)",Drama|Horror|Mystery|Thriller,9721
8886,SSSSSSS (1973),Horror|Sci-Fi,12365
8887,Whispers in the Dark (1992),Thriller,13698
8888,Stealing Time (a.k.a. Rennie's Landing) (2001),Drama,24114
8889,"Legacy, The (1978)",Horror,9722
8890,"Alligator People, The (1959)",Horror,8777
8891,Hear No Evil (1993),Thriller,13922
8892,Basket Case 3: The Progeny (1992),Comedy|Horror,8778
8893,Basket Case 2 (1990),Comedy|Horror,8779
8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,8281
8895,AKA (2002),Drama,14869
8896,I Married a Monster from Outer Space (1958),Horror|Sci-Fi,11378
8897,"Trojan Women, The (1971)",Drama,13507
8898,"Robinson Crusoe (Adventures of Robinson Crusoe, The) (1954)",Adventure|Drama,11266
8899,Hardcore (1979),Drama,8889
8900,Watermelon Man (1970),Comedy|Drama,1671
8901,Flashpoint (1984),Action|Adventure|Crime|Mystery|Thriller,9399
8902,Bug (1975),Horror|Mystery|Sci-Fi,6795
8903,"Terror, The (1963)",Horror|Mystery,9723
8904,Jack-O (1995),Horror,12043
8905,1492: Conquest of Paradise (1992),Adventure|Drama,8890
8906,Cannibal Holocaust (1980),Horror,6665
8907,Shark Tale (2004),Animation|Children|Comedy,876
8908,Ladder 49 (2004),Action|Drama|Thriller,2986
8909,Black Cloud (2004),Drama,23582
8910,I Heart Huckabees (2004),Comedy,1655
8911,Raise Your Voice (2004),Romance,5488
8912,Taxi (2004),Action|Comedy,5489
8913,Around the Bend (2004),Drama,17683
8914,Primer (2004),Drama|Sci-Fi,3006
8915,Stage Beauty (2004),Drama,6796
8916,Shall We Dance? (2004),Comedy|Romance,4973
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,1767
8918,Eulogy (2004),Comedy|Crime|Drama,7587
8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,6323
8920,"Country Girl, The (1954)",Drama,6050
8921,"Rose Tattoo, The (1955)",Drama|Romance,11267
8922,Epidemic (1988),Drama|Horror|Thriller,10697
8923,Tess (1979),Drama|Romance,9724
8924,I Wanna Hold Your Hand (1978),Comedy,10738
8925,Spinning Boris (2003),Comedy|Drama,11268
8926,Circle of Iron (1978),Action|Adventure|Fantasy|Mystery,9744
8927,Cannonball (1976),Action|Comedy|Drama,7006
8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,8891
8929,Black Beauty (1971),Children|Drama,10739
8930,"Five Obstructions, The (Fem benspænd, De) (2003)",Documentary,4944
8931,Born Rich (2003),Documentary,7079
8932,It's Alive (1974),Horror,9148
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,9602
8934,Bebe's Kids (1992),Animation|Children|Comedy,3783
8935,All I Want for Christmas (1991),Children|Comedy,10787
8936,"Life and Nothing But (Vie et rien d'autre, La) (1989)",Drama,12710
8937,Friday Night Lights (2004),Action|Drama,1768
8938,Tarnation (2003),Documentary,5319
8939,"Final Cut, The (2004)",Sci-Fi|Thriller,5320
8940,Hair Show (2004),Comedy|Romance,18209
8941,Riding the Bullet (2004),Horror|Thriller,6666
8942,Spin (2003),Children|Drama,14752
8943,Being Julia (2004),Comedy|Drama,2026
8944,"Dust Factory, The (2004)",Adventure|Children|Romance,13301
8945,Thérèse: The Story of Saint Thérèse of Lisieux (2004),Drama,22118
8946,Surviving Christmas (2004),Comedy,5838
8947,"Grudge, The (2004)",Horror|Mystery|Thriller,3828
8948,Alfie (2004),Comedy|Drama|Romance,8892
8949,Sideways (2004),Comedy|Drama|Romance,2506
8950,"Machinist, The (Maquinista, El) (2004)",Mystery|Thriller,3007
8951,Vera Drake (2004),Drama,9066
8952,Falling Angels (2003),Drama,7944
8953,Stella Street (2004),Comedy,13787
8954,Lightning in a Bottle (2004),Documentary,14186
8955,Undertow (2004),Crime|Drama|Thriller,10172
8956,Enduring Love (2004),Drama,5321
8957,Saw (2004),Horror|Mystery|Thriller,1769
8958,Ray (2004),Drama,2975
8959,Birth (2004),Drama|Mystery,6324
8960,Voices of Iraq (2004),Documentary,12220
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,173
8962,Fade to Black (2004),Documentary,14583
8963,It's All About Love (2003),Drama|Romance|Sci-Fi|Thriller,9753
8964,Callas Forever (2002),Drama,8780
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,877
8966,Kinsey (2004),Drama,3784
8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,9725
8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,1914
8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,3923
8970,Finding Neverland (2004),Drama,1162
8971,Veer Zaara (2004),Drama|Musical|Romance,10146
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,878
8973,Bad Education (La mala educación) (2004),Drama|Thriller,879
8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,5875
8975,Fabled (2002),Drama|Mystery|Thriller,23676
8976,San Antonio (1945),Western,10956
8977,Alexander (2004),Action|Adventure|Drama|War,880
8978,Christmas with the Kranks (2004),Children|Comedy,5490
8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary,12100
8980,Our Music (Notre musique) (2004),Drama,14067
8981,Closer (2004),Drama|Romance,1275
8982,I Am David (2003),Drama,7342
8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,1915
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,1163
8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,1770
8986,"Bellboy, The (1960)",Comedy,8212
8987,Bush's Brain (2004),Documentary,8282
8988,Cinderfella (1960),Comedy,8781
8989,Damn Yankees! (1958),Comedy|Musical,5698
8990,"Delicate Delinquent, The (1957)",Comedy,13609
8991,"Disorderly Orderly, The (1964)",Comedy|Romance,14417
8992,"Errand Boy, The (1961)",Comedy,8782
8993,"Family Jewels, The (1965)",Comedy,8783
8994,"Ladies Man, The (1961)",Comedy,10147
8995,"Patsy, The (1964)",Comedy,13837
8996,Stateside (2004),Drama,13028
8997,"Stooge, The (1953)",Comedy,10012
8998,That's Entertainment (1974),Documentary,2976
8999,"That's Entertainment, Part II (1976)",Documentary,5839
9000,That's Entertainment! III (1994),Documentary,10957
9001,"Wackiest Ship in the Army, The (1960)",Comedy|War,10740
9002,Alexander the Great (1956),Drama,8784
9003,Conquest of Space (1955),Sci-Fi,8785
9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,8861
9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi,6325
9006,"Garden of Allah, The (1936)",Drama,14584
9007,I'll Be Seeing You (1944),Drama,14585
9008,"Invisible Man Returns, The (1940)",Horror|Sci-Fi,13610
9009,"Last Minute, The (2001)",Drama|Mystery|Thriller,17944
9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,5651
9011,Portrait of Jennie (1948),Drama|Fantasy|Mystery|Romance,10958
9012,Ruby Gentry (1952),Drama,14586
9013,Secret Honor (1984),Drama,12986
9014,Since You Went Away (1944),Drama|War,10959
9015,"Slipping-Down Life, A (1999)",Drama|Romance,11269
9016,Splatter University (1984),Horror,17535
9017,Twist (2003),Drama,15404
9018,Control Room (2004),Documentary|War,5322
9019,Celsius 41.11: The Temperature at Which the Brain... Begins to Die (2004),Documentary,8786
25735,"Cheat, The (1915)",Drama,16886
25736,Dr. Jekyll and Mr. Hyde (1920),Drama|Horror|Sci-Fi,10995
25737,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)",Fantasy|Horror,12855
25738,"Last of the Mohicans, The (1920)",Adventure|Drama,4125
25739,"Idle Class, The (1921)",Comedy,15208
25741,"Phantom Carriage, The (Körkarlen) (1921)",Drama,10413
25742,Destiny (a.k.a. Between Two Worlds) (Der müde Tod) (1921),Fantasy,12856
25743,"Sheik, The (1921)",Adventure|Drama|Romance,23146
25744,Haxan: Witchcraft Through the Ages (a.k.a. The Witches) (1922),Documentary|Horror,8283
25745,"Man from Beyond, The (1922)",Mystery,25229
25746,"Hunchback of Notre Dame, The (1923)",Drama|Horror,13096
25747,Why Worry? (1923),Adventure|Comedy|Romance,22858
25748,HE Who Gets Slapped (1924),Drama|Thriller,9239
25749,"Marriage Circle, The (1924)",Comedy,16887
25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance,7536
25751,"Big Parade, The (1925)",Drama|Romance|War,16888
25752,"Freshman, The (1925)",Comedy,1164
25753,Greed (1924),Drama,10162
25755,"Phantom of the Opera, The (1925)",Drama|Horror,8284
25757,"Jazz Singer, The (1927)",Drama|Musical|Romance,10291
25759,October (1928),Drama|War,12748
25760,Old San Francisco (1927),Drama|Romance,25174
25762,"Unknown, The (a.k.a. Alonzo the Armless) (1927)",Drama|Horror|Romance,11564
25763,"Pandora's Box (Büchse der Pandora, Die) (1929)",Drama,6051
25764,"Cameraman, The (1928)",Comedy|Drama|Romance,7084
25765,"Fall of the House of Usher, The (chute de la maison Usher, La) (1928)",Drama|Horror,10506
25766,"Crowd, The (1928)",Drama,10621
25767,"Man Who Laughs, The (1928)",Drama|Romance,10643
25768,Sadie Thompson (1928),Drama,24200
25769,"Steamboat Bill, Jr. (1928)",Comedy|Romance,8213
25770,Applause (1929),Drama|Musical,18956
